nthreads,test,routine,MFLOPS
7,xsl1,nrm2,650.96
7,xsl1,amax,4516.90
7,xsl1,asum,1716.80
7,xsl1,axpy,3831.81
7,xsl1,copy,2030.65
7,xsl1,swap,3507.06
7,xsl1,dot,4844.50
7,xsl1,rotm,6472.16
7,xsl1,dsdot,1774.98
7,xsl1,sdsdot,1738.42
7,xcl2,gbmv,2601.36
7,xcl2,gemv,10386.55
7,xcl2,hbmv,3324.66
7,xcl2,hpmv,4613.73
7,xcl2,hemv,15121.90
7,xcl2,tbmv,2357.27
7,xcl2,tpmv,5835.47
7,xcl2,trmv,9721.61
7,xcl2,tbsv,1083.11
7,xcl2,tpsv,13033.96
7,xcl2,trsv,10231.33
7,xcl2,gerc,7476.28
7,xcl2,geru,7473.01
7,xcl2,ger2c,7524.12
7,xcl2,ger2u,7487.86
7,xcl2,hpr,11255.98
7,xcl2,her,7303.15
7,xcl2,hpr2,19807.47
7,xcl2,her2,11371.37
7,xzl2,gbmv,3016.61
7,xzl2,gemv,5747.88
7,xzl2,hbmv,3310.03
7,xzl2,hpmv,4909.52
7,xzl2,hemv,9578.32
7,xzl2,tbmv,2544.22
7,xzl2,tpmv,4890.12
7,xzl2,trmv,5473.26
7,xzl2,tbsv,971.51
7,xzl2,tpsv,6300.52
7,xzl2,trsv,5690.16
7,xdl2,gbmv,961.36
7,xdl2,gemv,3415.58
7,xdl2,sbmv,1457.18
7,xdl2,spmv,3236.52
7,xdl2,symv,4984.81
7,xdl2,tbmv,617.55
7,xdl2,tpmv,3393.36
7,xdl2,trmv,3275.26
7,xdl2,tbsv,380.31
7,xdl2,tpsv,3640.71
7,xdl2,trsv,3497.76
7,xdl2,ger,2785.80
7,xdl2,ger2,2817.18
7,xdl2,spr,3063.28
7,xdl2,syr,2749.65
7,xdl2,spr2,5675.48
7,xdl2,syr2,5187.03
7,xsl2,gbmv,950.05
7,xsl2,gemv,7002.91
7,xsl2,sbmv,1529.32
7,xsl2,spmv,3502.45
7,xsl2,symv,6054.08
7,xsl2,tbmv,524.11
7,xsl2,tpmv,6874.51
7,xsl2,trmv,6528.35
7,xsl2,tbsv,405.17
7,xsl2,tpsv,7902.35
7,xsl2,trsv,7217.82
7,xsl2,ger,5390.53
7,xsl2,ger2,5450.37
7,xsl2,spr,6413.93
7,xsl2,syr,5206.52
7,xsl2,spr2,11885.03
7,xsl2,syr2,9732.61
7,xcl3,gemm,704743.05
7,xcl3,hemm,700444.66
7,xcl3,herk,440140.75
7,xcl3,her2k,489409.61
7,xcl3,symm,686272.20
7,xcl3,syr2k,491707.77
7,xcl3,syrk,455884.45
7,xcl3,trmm,508056.38
7,xcl3,trsm,348071.30
7,xzl3,gemm,411283.87
7,xzl3,hemm,392572.28
7,xzl3,herk,303817.25
7,xzl3,her2k,295765.50
7,xzl3,symm,413842.56
7,xzl3,syr2k,297946.62
7,xzl3,syrk,285719.42
7,xzl3,trmm,334600.12
7,xzl3,trsm,257295.90
7,xdl3,gemm,295837.95
7,xdl3,symm,298586.75
7,xdl3,syrk,202537.92
7,xdl3,syr2k,213841.65
7,xdl3,trmm,223396.13
7,xdl3,trsm,152780.90
7,xsl3,gemm,461217.07
7,xsl3,symm,447133.40
7,xsl3,syrk,274827.01
7,xsl3,syr2k,321717.05
7,xsl3,trmm,316757.75
7,xsl3,trsm,153904.40
8,xcl1,nrm2,2832.73
8,xcl1,amax,1608.60
8,xcl1,asum,1781.97
8,xcl1,axpy,6778.06
8,xcl1,copy,1954.28
8,xcl1,swap,3147.42
8,xcl1,dotc,7559.62
8,xcl1,dotu,7653.13
8,xzl1,nrm2,2605.97
8,xzl1,amax,1506.63
8,xzl1,asum,1683.88
8,xzl1,axpy,3283.66
8,xzl1,copy,920.12
8,xzl1,swap,1530.02
8,xzl1,dotc,3388.45
8,xzl1,dotu,3420.52
8,xdl1,nrm2,558.20
8,xdl1,amax,2167.32
8,xdl1,asum,1618.08
8,xdl1,axpy,1686.56
8,xdl1,copy,912.93
8,xdl1,swap,1572.33
8,xdl1,dot,2091.45
8,xdl1,rotm,4054.18
8,xsl1,nrm2,652.22
8,xsl1,amax,4565.65
8,xsl1,asum,1708.12
8,xsl1,axpy,3793.13
8,xsl1,copy,2013.12
8,xsl1,swap,3449.58
8,xsl1,dot,4841.76
8,xsl1,rotm,6532.85
8,xsl1,dsdot,1765.22
8,xsl1,sdsdot,1762.85
8,xcl2,gbmv,2622.16
8,xcl2,gemv,10371.05
8,xcl2,hbmv,3225.47
8,xcl2,hpmv,4584.20
8,xcl2,hemv,15283.52
8,xcl2,tbmv,2350.72
8,xcl2,tpmv,5853.20
8,xcl2,trmv,9379.32
8,xcl2,tbsv,1073.23
8,xcl2,tpsv,12848.71
8,xcl2,trsv,10073.20
8,xcl2,gerc,7494.66
8,xcl2,geru,7500.25
8,xcl2,ger2c,7483.50
8,xcl2,ger2u,7466.47
8,xcl2,hpr,11284.15
8,xcl2,her,7287.56
8,xcl2,hpr2,20038.77
8,xcl2,her2,11312.87
8,xzl2,gbmv,3070.28
8,xzl2,gemv,5749.13
8,xzl2,hbmv,3386.16
8,xzl2,hpmv,4907.98
8,xzl2,hemv,9534.88
8,xzl2,tbmv,2567.71
8,xzl2,tpmv,4909.32
8,xzl2,trmv,5442.67
8,xzl2,tbsv,976.88
8,xzl2,tpsv,6256.87
8,xzl2,trsv,5687.62
8,xdl2,gbmv,969.10
8,xdl2,gemv,3406.62
8,xdl2,sbmv,1469.15
8,xdl2,spmv,3219.73
8,xdl2,symv,4999.27
8,xdl2,tbmv,570.05
8,xdl2,tpmv,3378.27
8,xdl2,trmv,3270.76
8,xdl2,tbsv,383.13
8,xdl2,tpsv,3610.56
8,xdl2,trsv,3470.45
8,xdl2,ger,2789.51
8,xdl2,ger2,2807.07
8,xdl2,spr,3052.81
8,xdl2,syr,2745.38
8,xdl2,spr2,5680.43
8,xdl2,syr2,5159.53
8,xsl2,gbmv,886.01
8,xsl2,gemv,6986.21
8,xsl2,sbmv,1473.51
8,xsl2,spmv,3530.97
8,xsl2,symv,6095.06
8,xsl2,tbmv,525.90
8,xsl2,tpmv,7027.82
8,xsl2,trmv,6470.53
8,xsl2,tbsv,428.62
8,xsl2,tpsv,7725.01
8,xsl2,trsv,7152.05
8,xsl2,ger,5406.55
8,xsl2,ger2,5453.01
8,xsl2,spr,6381.72
8,xsl2,syr,5213.87
8,xsl2,spr2,11826.20
8,xsl2,syr2,9730.45
8,xcl3,gemm,747630.53
8,xcl3,hemm,726869.77
8,xcl3,herk,491266.12
8,xcl3,her2k,554974.90
8,xcl3,symm,741074.17
8,xcl3,syr2k,524249.83
8,xcl3,syrk,472326.27
8,xcl3,trmm,569317.98
8,xcl3,trsm,363702.97
8,xzl3,gemm,444346.67
8,xzl3,hemm,441600.22
8,xzl3,herk,308246.02
8,xzl3,her2k,318590.78
8,xzl3,symm,431370.03
8,xzl3,syr2k,318019.18
8,xzl3,syrk,313764.95
8,xzl3,trmm,345761.27
8,xzl3,trsm,285023.58
8,xdl3,gemm,328861.53
8,xdl3,symm,319744.31
8,xdl3,syrk,212642.43
8,xdl3,syr2k,248245.42
8,xdl3,trmm,215971.80
8,xdl3,trsm,159936.45
8,xsl3,gemm,510649.85
8,xsl3,symm,507529.87
8,xsl3,syrk,317918.80
8,xsl3,syr2k,368119.11
8,xsl3,trmm,366822.27
8,xsl3,trsm,159821.92
9,xcl1,nrm2,2826.05
9,xcl1,amax,1602.21
9,xcl1,asum,1784.81
9,xcl1,axpy,6953.33
9,xcl1,copy,1995.11
9,xcl1,swap,3187.38
9,xcl1,dotc,7671.33
9,xcl1,dotu,7800.78
9,xzl1,nrm2,2638.92
9,xzl1,amax,1490.75
9,xzl1,asum,1687.72
9,xzl1,axpy,3337.66
9,xzl1,copy,928.43
9,xzl1,swap,1547.00
9,xzl1,dotc,3480.85
9,xzl1,dotu,3510.96
9,xdl1,nrm2,547.82
9,xdl1,amax,2195.08
9,xdl1,asum,1614.58
9,xdl1,axpy,1728.85
9,xdl1,copy,926.32
9,xdl1,swap,1589.36
9,xdl1,dot,2125.41
9,xdl1,rotm,4099.51
9,xsl1,nrm2,648.93
9,xsl1,amax,4558.75
9,xsl1,asum,1697.22
9,xsl1,axpy,3872.27
9,xsl1,copy,2077.30
9,xsl1,swap,3556.91
9,xsl1,dot,4974.05
9,xsl1,rotm,6576.11
9,xsl1,dsdot,1742.31
9,xsl1,sdsdot,1765.46
9,xcl2,gbmv,2614.78
9,xcl2,gemv,10500.00
9,xcl2,hbmv,3348.43
9,xcl2,hpmv,4598.97
9,xcl2,hemv,15237.27
9,xcl2,tbmv,2353.58
9,xcl2,tpmv,5838.83
9,xcl2,trmv,9460.76
9,xcl2,tbsv,1107.17
9,xcl2,tpsv,13066.91
9,xcl2,trsv,10118.36
9,xcl2,gerc,7494.01
9,xcl2,geru,7513.33
9,xcl2,ger2c,7510.81
9,xcl2,ger2u,7465.46
9,xcl2,hpr,11427.12
9,xcl2,her,7295.01
9,xcl2,hpr2,20194.08
9,xcl2,her2,11466.92
9,xzl2,gbmv,3111.21
9,xzl2,gemv,5831.92
9,xzl2,hbmv,3191.33
9,xzl2,hpmv,4900.71
9,xzl2,hemv,9580.41
9,xzl2,tbmv,2612.20
9,xzl2,tpmv,4901.25
9,xzl2,trmv,5569.48
9,xzl2,tbsv,982.81
9,xzl2,tpsv,6313.57
9,xzl2,trsv,5868.11
9,xdl2,gbmv,1005.68
9,xdl2,gemv,3505.08
9,xdl2,sbmv,1377.78
9,xdl2,spmv,3285.96
9,xdl2,symv,5037.78
9,xdl2,tbmv,620.40
9,xdl2,tpmv,3375.58
9,xdl2,trmv,3388.37
9,xdl2,tbsv,381.16
9,xdl2,tpsv,3700.26
9,xdl2,trsv,3584.01
9,xdl2,ger,2864.38
9,xdl2,ger2,2870.55
9,xdl2,spr,3090.53
9,xdl2,syr,2831.90
9,xdl2,spr2,5802.47
9,xdl2,syr2,5311.05
9,xsl2,gbmv,979.33
9,xsl2,gemv,7185.63
9,xsl2,sbmv,1506.01
9,xsl2,spmv,3559.86
9,xsl2,symv,6078.50
9,xsl2,tbmv,501.36
9,xsl2,tpmv,7398.07
9,xsl2,trmv,6663.80
9,xsl2,tbsv,426.68
9,xsl2,tpsv,7929.11
9,xsl2,trsv,7441.53
9,xsl2,ger,5554.70
9,xsl2,ger2,5421.18
9,xsl2,spr,6263.90
9,xsl2,syr,5239.05
9,xsl2,spr2,11512.52
9,xsl2,syr2,9820.40
9,xcl3,gemm,777562.55
9,xcl3,hemm,784842.37
9,xcl3,herk,526487.96
9,xcl3,her2k,558958.41
9,xcl3,symm,782582.80
9,xcl3,syr2k,557062.00
9,xcl3,syrk,434267.07
9,xcl3,trmm,609220.32
9,xcl3,trsm,335296.66
9,xzl3,gemm,359809.00
9,xzl3,hemm,464199.85
9,xzl3,herk,324106.87
9,xzl3,her2k,328965.61
9,xzl3,symm,458443.50
9,xzl3,syr2k,332842.38
9,xzl3,syrk,328680.26
9,xzl3,trmm,369689.11
9,xzl3,trsm,295727.83
9,xdl3,gemm,348871.70
9,xdl3,symm,335965.30
9,xdl3,syrk,229052.53
9,xdl3,syr2k,251545.06
9,xdl3,trmm,260227.28
9,xdl3,trsm,172250.48
9,xsl3,gemm,544430.98
9,xsl3,symm,525641.73
9,xsl3,syrk,368273.71
9,xsl3,syr2k,411709.81
9,xsl3,trmm,388541.95
9,xsl3,trsm,164878.23
10,xcl1,nrm2,2830.86
10,xcl1,amax,1578.81
10,xcl1,asum,1781.17
10,xcl1,axpy,6773.25
10,xcl1,copy,1948.67
10,xcl1,swap,3145.30
10,xcl1,dotc,7578.28
10,xcl1,dotu,7620.47
10,xzl1,nrm2,2618.51
10,xzl1,amax,1519.50
10,xzl1,asum,1693.62
10,xzl1,axpy,3292.95
10,xzl1,copy,915.91
10,xzl1,swap,1529.07
10,xzl1,dotc,3415.21
10,xzl1,dotu,3436.78
10,xdl1,nrm2,557.65
10,xdl1,amax,2136.42
10,xdl1,asum,1619.13
10,xdl1,axpy,1700.21
10,xdl1,copy,924.25
10,xdl1,swap,1571.07
10,xdl1,dot,2090.95
10,xdl1,rotm,4031.06
10,xsl1,nrm2,652.76
10,xsl1,amax,4528.91
10,xsl1,asum,1729.46
10,xsl1,axpy,3810.01
10,xsl1,copy,2034.56
10,xsl1,swap,3473.13
10,xsl1,dot,4689.77
10,xsl1,rotm,6553.01
10,xsl1,dsdot,1736.32
10,xsl1,sdsdot,1742.81
10,xcl2,gbmv,2622.87
10,xcl2,gemv,10523.70
10,xcl2,hbmv,3365.66
10,xcl2,hpmv,4628.76
10,xcl2,hemv,15114.98
10,xcl2,tbmv,2333.16
10,xcl2,tpmv,5906.06
10,xcl2,trmv,9579.12
10,xcl2,tbsv,1085.78
10,xcl2,tpsv,12925.93
10,xcl2,trsv,10122.97
10,xcl2,gerc,7490.72
10,xcl2,geru,7478.52
10,xcl2,ger2c,7499.03
10,xcl2,ger2u,7490.90
10,xcl2,hpr,11256.35
10,xcl2,her,7289.57
10,xcl2,hpr2,19837.61
10,xcl2,her2,11445.10
10,xzl2,gbmv,3072.45
10,xzl2,gemv,5785.68
10,xzl2,hbmv,3381.23
10,xzl2,hpmv,4963.25
10,xzl2,hemv,9529.57
10,xzl2,tbmv,2595.42
10,xzl2,tpmv,4888.21
10,xzl2,trmv,5497.75
10,xzl2,tbsv,982.11
10,xzl2,tpsv,6265.36
10,xzl2,trsv,5676.67
10,xdl2,gbmv,915.15
10,xdl2,gemv,3419.58
10,xdl2,sbmv,1456.88
10,xdl2,spmv,3200.42
10,xdl2,symv,5061.25
10,xdl2,tbmv,614.46
10,xdl2,tpmv,3353.85
10,xdl2,trmv,3272.11
10,xdl2,tbsv,379.86
10,xdl2,tpsv,3624.28
10,xdl2,trsv,3505.13
10,xdl2,ger,2811.05
10,xdl2,ger2,2826.20
10,xdl2,spr,3067.27
10,xdl2,syr,2755.51
10,xdl2,spr2,5721.93
10,xdl2,syr2,5223.55
10,xsl2,gbmv,982.46
10,xsl2,gemv,6990.03
10,xsl2,sbmv,1512.48
10,xsl2,spmv,3590.21
10,xsl2,symv,6098.76
10,xsl2,tbmv,476.12
10,xsl2,tpmv,7218.25
10,xsl2,trmv,6529.97
10,xsl2,tbsv,422.15
10,xsl2,tpsv,7697.37
10,xsl2,trsv,7175.38
10,xsl2,ger,5448.08
10,xsl2,ger2,5420.80
10,xsl2,spr,6398.48
10,xsl2,syr,5210.05
10,xsl2,spr2,11762.57
10,xsl2,syr2,9730.01
10,xcl3,gemm,720855.76
10,xcl3,hemm,738404.10
10,xcl3,herk,527216.51
10,xcl3,her2k,546083.21
10,xcl3,symm,751006.75
10,xcl3,syr2k,542655.05
10,xcl3,syrk,527502.11
10,xcl3,trmm,594000.81
10,xcl3,trsm,389431.32
10,xzl3,gemm,446321.86
10,xzl3,hemm,458998.35
10,xzl3,herk,338824.48
10,xzl3,her2k,351886.68
10,xzl3,symm,459196.05
10,xzl3,syr2k,353224.53
10,xzl3,syrk,346791.81
10,xzl3,trmm,385957.56
10,xzl3,trsm,301752.63
10,xdl3,gemm,320689.17
10,xdl3,symm,338430.68
10,xdl3,syrk,238831.26
10,xdl3,syr2k,243850.16
10,xdl3,trmm,260365.40
10,xdl3,trsm,177486.33
10,xsl3,gemm,472247.21
10,xsl3,symm,496783.02
10,xsl3,syrk,354718.05
10,xsl3,syr2k,407100.75
10,xsl3,trmm,385675.65
10,xsl3,trsm,180471.37
11,xcl1,nrm2,2830.63
11,xcl1,amax,1577.71
11,xcl1,asum,1795.01
11,xcl1,axpy,6787.96
11,xcl1,copy,1972.60
11,xcl1,swap,3137.41
11,xcl1,dotc,7615.15
11,xcl1,dotu,7509.10
11,xzl1,nrm2,2592.91
11,xzl1,amax,1505.55
11,xzl1,asum,1682.96
11,xzl1,axpy,3282.17
11,xzl1,copy,911.96
11,xzl1,swap,1529.85
11,xzl1,dotc,3407.47
11,xzl1,dotu,3419.16
11,xdl1,nrm2,556.20
11,xdl1,amax,2159.27
11,xdl1,asum,1605.58
11,xdl1,axpy,1695.23
11,xdl1,copy,915.47
11,xdl1,swap,1579.80
11,xdl1,dot,2106.32
11,xdl1,rotm,4017.21
11,xsl1,nrm2,656.83
11,xsl1,amax,4584.38
11,xsl1,asum,1696.71
11,xsl1,axpy,3790.73
11,xsl1,copy,1996.28
11,xsl1,swap,3490.72
11,xsl1,dot,4797.65
11,xsl1,rotm,6618.33
11,xsl1,dsdot,1759.48
11,xsl1,sdsdot,1755.45
11,xcl2,gbmv,2610.38
11,xcl2,gemv,10419.60
11,xcl2,hbmv,3336.01
11,xcl2,hpmv,4607.77
11,xcl2,hemv,15140.25
11,xcl2,tbmv,2381.55
11,xcl2,tpmv,5809.51
11,xcl2,trmv,9808.05
11,xcl2,tbsv,1089.40
11,xcl2,tpsv,12855.35
11,xcl2,trsv,10202.13
11,xcl2,gerc,7481.61
11,xcl2,geru,7503.28
11,xcl2,ger2c,7507.71
11,xcl2,ger2u,7501.93
11,xcl2,hpr,11242.51
11,xcl2,her,7287.76
11,xcl2,hpr2,20094.11
11,xcl2,her2,11418.67
11,xzl2,gbmv,3014.67
11,xzl2,gemv,5786.17
11,xzl2,hbmv,3410.30
11,xzl2,hpmv,4909.08
11,xzl2,hemv,9559.40
11,xzl2,tbmv,2539.16
11,xzl2,tpmv,4869.35
11,xzl2,trmv,5475.96
11,xzl2,tbsv,984.22
11,xzl2,tpsv,6258.30
11,xzl2,trsv,5744.53
11,xdl2,gbmv,999.36
11,xdl2,gemv,3412.90
11,xdl2,sbmv,1460.27
11,xdl2,spmv,3241.51
11,xdl2,symv,5019.25
11,xdl2,tbmv,620.40
11,xdl2,tpmv,3401.47
11,xdl2,trmv,3305.96
11,xdl2,tbsv,381.61
11,xdl2,tpsv,3550.56
11,xdl2,trsv,3475.95
11,xdl2,ger,2809.32
11,xdl2,ger2,2813.13
11,xdl2,spr,2997.43
11,xdl2,syr,2741.58
11,xdl2,spr2,5729.58
11,xdl2,syr2,5204.11
11,xsl2,gbmv,969.78
11,xsl2,gemv,7013.65
11,xsl2,sbmv,1529.22
11,xsl2,spmv,3553.78
11,xsl2,symv,6082.32
11,xsl2,tbmv,531.50
11,xsl2,tpmv,7207.50
11,xsl2,trmv,6541.55
11,xsl2,tbsv,424.38
11,xsl2,tpsv,7793.25
11,xsl2,trsv,7199.17
11,xsl2,ger,5419.51
11,xsl2,ger2,5439.85
11,xsl2,spr,6431.38
11,xsl2,syr,5193.18
11,xsl2,spr2,11974.55
11,xsl2,syr2,9731.02
11,xcl3,gemm,853378.55
11,xcl3,hemm,843307.31
11,xcl3,herk,539820.88
11,xcl3,her2k,582116.71
11,xcl3,symm,843114.93
11,xcl3,syr2k,575158.55
11,xcl3,syrk,546757.13
11,xcl3,trmm,537550.43
11,xcl3,trsm,403566.10
11,xzl3,gemm,523372.85
11,xzl3,hemm,501305.28
11,xzl3,herk,353337.50
11,xzl3,her2k,348781.86
11,xzl3,symm,535327.07
11,xzl3,syr2k,355111.07
11,xzl3,syrk,340407.97
11,xzl3,trmm,399981.56
11,xzl3,trsm,310238.77
11,xdl3,gemm,360706.36
11,xdl3,symm,350276.00
11,xdl3,syrk,220466.05
11,xdl3,syr2k,249209.16
11,xdl3,trmm,225448.97
11,xdl3,trsm,179433.08
11,xsl3,gemm,538793.26
11,xsl3,symm,512322.82
11,xsl3,syrk,292038.05
11,xsl3,syr2k,317269.61
11,xsl3,trmm,302203.53
11,xsl3,trsm,172701.50
12,xcl1,nrm2,2821.38
12,xcl1,amax,1583.62
12,xcl1,asum,1771.82
12,xcl1,axpy,6779.62
12,xcl1,copy,1953.62
12,xcl1,swap,3135.72
12,xcl1,dotc,7520.27
12,xcl1,dotu,7582.10
12,xzl1,nrm2,2608.68
12,xzl1,amax,1511.85
12,xzl1,asum,1670.67
12,xzl1,axpy,3272.53
12,xzl1,copy,915.73
12,xzl1,swap,1527.00
12,xzl1,dotc,3413.96
12,xzl1,dotu,3428.01
12,xdl1,nrm2,551.71
12,xdl1,amax,2188.06
12,xdl1,asum,1625.26
12,xdl1,axpy,1695.33
12,xdl1,copy,916.80
12,xdl1,swap,1565.75
12,xdl1,dot,2098.57
12,xdl1,rotm,4012.70
12,xsl1,nrm2,651.50
12,xsl1,amax,4621.97
12,xsl1,asum,1726.61
12,xsl1,axpy,3863.38
12,xsl1,copy,2072.28
12,xsl1,swap,3577.10
12,xsl1,dot,4897.47
12,xsl1,rotm,6537.98
12,xsl1,dsdot,1734.97
12,xsl1,sdsdot,1744.17
12,xcl2,gbmv,2627.67
12,xcl2,gemv,10391.36
12,xcl2,hbmv,3309.50
12,xcl2,hpmv,4648.17
12,xcl2,hemv,15150.92
12,xcl2,tbmv,2362.51
12,xcl2,tpmv,5885.13
12,xcl2,trmv,9483.70
12,xcl2,tbsv,1086.88
12,xcl2,tpsv,12945.26
12,xcl2,trsv,10197.27
12,xcl2,gerc,7469.91
12,xcl2,geru,7485.47
12,xcl2,ger2c,7536.72
12,xcl2,ger2u,7501.01
12,xcl2,hpr,11416.66
12,xcl2,her,7328.36
12,xcl2,hpr2,20346.56
12,xcl2,her2,11408.20
12,xzl2,gbmv,3067.90
12,xzl2,gemv,5851.55
12,xzl2,hbmv,3419.70
12,xzl2,hpmv,4926.27
12,xzl2,hemv,9573.48
12,xzl2,tbmv,2592.76
12,xzl2,tpmv,4896.03
12,xzl2,trmv,5553.32
12,xzl2,tbsv,974.73
12,xzl2,tpsv,6232.15
12,xzl2,trsv,5755.43
12,xdl2,gbmv,980.42
12,xdl2,gemv,3477.86
12,xdl2,sbmv,1457.45
12,xdl2,spmv,3200.31
12,xdl2,symv,5000.05
12,xdl2,tbmv,604.97
12,xdl2,tpmv,3403.86
12,xdl2,trmv,3350.61
12,xdl2,tbsv,380.91
12,xdl2,tpsv,3694.31
12,xdl2,trsv,3528.98
12,xdl2,ger,2816.75
12,xdl2,ger2,2852.67
12,xdl2,spr,3091.32
12,xdl2,syr,2771.53
12,xdl2,spr2,5734.53
12,xdl2,syr2,5245.12
12,xsl2,gbmv,984.66
12,xsl2,gemv,7134.13
12,xsl2,sbmv,1529.81
12,xsl2,spmv,3512.15
12,xsl2,symv,6073.80
12,xsl2,tbmv,523.15
12,xsl2,tpmv,7248.11
12,xsl2,trmv,6613.61
12,xsl2,tbsv,421.85
12,xsl2,tpsv,7939.86
12,xsl2,trsv,7396.36
12,xsl2,ger,5477.71
12,xsl2,ger2,5468.67
12,xsl2,spr,6355.78
12,xsl2,syr,5261.22
12,xsl2,spr2,11985.86
12,xsl2,syr2,9902.00
12,xcl3,gemm,902156.15
12,xcl3,hemm,876094.30
12,xcl3,herk,572354.07
12,xcl3,her2k,632505.65
12,xcl3,symm,906408.66
12,xcl3,syr2k,640773.43
12,xcl3,syrk,587194.81
12,xcl3,trmm,623421.96
12,xcl3,trsm,290332.45
12,xzl3,gemm,545759.18
12,xzl3,hemm,556514.72
12,xzl3,herk,378874.50
12,xzl3,her2k,375558.37
12,xzl3,symm,551596.75
12,xzl3,syr2k,402967.12
12,xzl3,syrk,388670.71
12,xzl3,trmm,431792.81
12,xzl3,trsm,344642.72
12,xdl3,gemm,377347.51
12,xdl3,symm,380620.35
12,xdl3,syrk,250106.70
12,xdl3,syr2k,268082.63
12,xdl3,trmm,276406.35
12,xdl3,trsm,194852.83
12,xsl3,gemm,597608.66
12,xsl3,symm,592467.85
12,xsl3,syrk,369513.70
12,xsl3,syr2k,453472.55
12,xsl3,trmm,427168.30
12,xsl3,trsm,192306.28
13,xcl1,nrm2,2830.46
13,xcl1,amax,1590.50
13,xcl1,asum,1797.38
13,xcl1,axpy,6812.37
13,xcl1,copy,1962.83
13,xcl1,swap,3125.87
13,xcl1,dotc,7600.65
13,xcl1,dotu,7565.17
13,xzl1,nrm2,2588.87
13,xzl1,amax,1513.83
13,xzl1,asum,1675.83
13,xzl1,axpy,3285.03
13,xzl1,copy,914.06
13,xzl1,swap,1527.30
13,xzl1,dotc,3404.85
13,xzl1,dotu,3420.22
13,xdl1,nrm2,558.28
13,xdl1,amax,2172.37
13,xdl1,asum,1605.82
13,xdl1,axpy,1697.12
13,xdl1,copy,916.32
13,xdl1,swap,1572.30
13,xdl1,dot,2096.05
13,xdl1,rotm,4061.30
13,xsl1,nrm2,655.86
13,xsl1,amax,4504.42
13,xsl1,asum,1718.87
